ID,literal,Meanings
9330,硄,[]
9331,硇,['kind of mineral']
9332,硈,[]
9333,硌,[]
9334,硎,['whetstone']
9335,硒,['Selenium (element)']
9336,硜,['sound of stones knocking together']
9337,硞,[]
9338,硠,[]
9339,硡,[]
9340,硣,[]
9341,硤,['(arch.) town in Hebei province']
9342,硨,"['giant clam', 'tridacna gigas']"
9343,硪,[]
9344,确,"['sure', 'certain', 'real', 'true']"
9345,硺,[]
9346,硾,['weight']
9347,碊,[]
9348,碏,['coloured']
9349,碔,['1/2 pr stone']
9350,碘,['iodine']
9351,碡,['stone roller used to level fields']
9352,碝,[]
9353,碞,"['room made of stone', 'watch-tower']"
9354,碟,"['small dish', 'plate']"
9355,碤,[]
9356,碨,[]
9357,碬,"['whetstone', 'tool grinder']"
9358,碭,['brilliantly colored veined stone']
9359,碰,"['collide', 'bump into']"
9360,碱,"['alkaline', 'alkali', 'lye', 'salt']"
9361,碲,[]
9362,碳,['carbon']
9363,碻,['solid']
9364,碽,[]
9365,碿,[]
9366,磇,['arsenic']
9367,磈,[]
9368,磉,"['stone base', 'plinth of a pillar']"
9369,磌,[]
9370,磎,"['mountain stream', 'creek']"
9371,磒,"['to fall from', 'to fall into']"
9372,磓,[]
9373,磕,"['hit', 'collide', 'knock into', 'sound']"
9374,磖,[]
9375,磤,[]
9376,磛,['cliff']
9377,磟,"['mediocre', 'busy', 'occupied', 'roller']"
9378,磠,"['sal ammoniac', 'sand', 'pebble']"
9379,磡,"['cliff', 'ledge', 'bank', 'step']"
9380,磦,[]
9381,磪,"['high mountain', 'precipitous']"
9382,磲,[]
9383,磳,[]
9384,礀,[]
9385,磶,[]
9386,磷,"['Phosphorus (element)', 'water rushing between rocks']"
9387,磺,"['Sulphur (element)', 'brimstone']"
9388,磻,['tributary of Wei river in Shaanxi']
9389,磿,[]
9390,礆,[]
9391,礌,[]
9392,礐,[]
9393,礚,[]
9394,礜,[]
9395,礞,[]
9396,礟,"['ancient ballista for throwing heavy stones', 'cannon', 'gun']"
9397,礠,[]
9398,礥,[]
9399,礧,['roll']
9400,礩,[]
9401,礭,[]
9402,礱,"['grind', 'sharpen', 'mill']"
9403,礴,"['fill', 'extend']"
9404,礵,['arsenic']
9405,礻,"['cult', 'showing radical (no. 113)']"
9406,礽,"['blessings', 'happiness']"
9407,礿,['sacrifice']
9408,祄,[]
9409,祅,"['calamities', 'disasters']"
9410,祆,"['Ormazda', 'god of the Zoroastrians (extended to god of the Manicheans)']"
9411,祊,"['river in Shandong', 'space inside']"
9412,祋,[]
9413,祏,['shrine']
9414,祑,[]
9415,祔,"[""worship one's ancestors"", 'entomb']"
9416,祘,['to calculate']
9417,祛,"['expel', 'disperse', 'exorcise']"
9418,祜,"['blessing', 'happiness', 'prosperity']"
9419,祧,['an ancestral hall']
9420,祩,[]
9421,祫,"[""triennial sacrifice one's ancestor""]"
9422,祲,"['ominous or sinister spirit', 'vigor']"
9423,祹,[]
9424,祻,[]
9425,祼,['libation']
9426,祾,[]
9427,禋,"['offer sacrifice', 'sacrifice']"
9428,禌,[]
9429,禑,[]
9430,禓,"['to drive out demons, etc., (as was done at the new-year)']"
9431,禔,"['happiness', 'peace', 'good fortune']"
9432,禕,"['excellent', 'rare', 'beautiful', 'fine']"
9433,禖,['sacrifice']
9434,禘,['imperial ancestor worship']
9435,禛,[]
9436,禜,['sacrifice']
9437,禡,['sacrifice place for military purposes']
9438,禨,['pray for good fortune']
9439,禩,[]
9440,禫,['sacrifice offered on anniversary']
9441,禯,[]
9442,禱,"['pray', 'entreat', 'beg', 'plead', 'prayer']"
9443,禴,['sacrifice']
9444,禸,"['rump', 'footprint radical (no. 114)']"
9445,离,"['rare beast', 'strange', 'elegant']"
9446,秂,[]
9447,秄,[]
9448,秇,"['skill', 'ability in handicraft a craft', 'an art', 'calling', 'trade', 'accomplishment']"
9449,秈,['non-glutinous long grain rice']
9450,秊,"['year', 'new-years', ""person's age""]"
9451,秏,"['to waste', 'to destroy', 'to diminish (hence it came to mean a rat)']"
9452,秔,['non-glutinous (ordinary) rice']
9453,秖,[]
9454,秚,[]
9455,秝,[]
9456,秞,[]
9457,秠,['millet']
9458,秢,[]
9459,秥,[]
9460,秪,"['only', 'merely']"
9461,秫,['glutinous variety of millet']
9462,秭,"['one thousand millions', 'sometimes used for one hundred millions']"
9463,秱,[]
9464,秸,"['stalks of millet', 'corn']"
9465,秼,[]
9466,稂,"['grass', 'weeds']"
9467,稃,[]
9468,稇,"['to bind', 'as faggots of sheaves']"
9469,稉,['non-glutinous rice']
9470,稊,"['darnels', 'tares']"
9471,稌,['glutinous rice']
9472,稑,['rice']
9473,稕,[]
9474,稛,['bind']
9475,稞,"['grain ready for grinding', 'grain']"
9476,稡,[]
9477,稧,[]
9478,稫,[]
9479,稭,"['stalk of grain', 'rice', 'corn', 'hemp']"
9480,稯,[]
9481,稰,[]
9482,稴,[]
9483,稵,[]
9484,稸,[]
9485,稹,[]
9486,稺,['infancy']
9487,穄,['panicled millet']
9488,穅,"['chaff', 'bran', 'husks of grain', '(from which comes: poor, remiss)']"
9489,穇,"['deccan grass', 'barnyard grass']"
9490,穈,['millet']
9491,穌,"['revive', 'to rise again', 'collect']"
9492,穕,[]
9493,穖,[]
9494,穙,[]
9495,穜,['rice']
9496,穝,[]
9497,穟,"['ear of grain', 'ripe grain']"
9498,穠,"['thick', 'lush', 'in clusters']"
9499,穥,[]
9500,穧,['sheaf']
9501,穪,['to praise']
9502,穭,['wild grain']
9503,穵,"['deep hollow', 'gouge', 'dig out']"
9504,穸,"['the gloom of the grave', 'tomb or grave', 'death']"
9505,穾,[]
9506,窀,['to bury']
9507,窂,[]
9508,窅,"['far', 'deep', 'sunken eyes', 'sad']"
9509,窆,['to put a coffin in a grave']
9510,窊,"['pit', 'vault', 'store in pit']"
9511,窋,[]
9512,窐,[]
9513,窑,"['kiln', 'coal mine pit']"
9514,窔,['corner']
9515,窞,['pit']
9516,窠,"['nest', 'hole', 'indentation', 'den']"
9517,窣,"['to rush out of a den', 'rustling', 'whispering']"
9518,窬,"['small door or window', 'hole in the wall', 'to cut through a wall', 'dig or bore hole']"
9519,窳,"['dirty', 'useless', 'weak', 'powerless', 'cracked', 'flaw']"
9520,窵,"['deep', 'distant']"
9521,窹,[]
9522,窻,[]
9523,窼,[]
9524,竆,"['exhausted', 'impoverished', 'poor']"
9525,竉,"['hole', 'cleft', 'empty']"
9526,竌,[]
9527,竎,[]
9528,竑,"['be vast and endless', 'broad']"
9529,竛,[]
9530,竨,[]
9531,竩,[]
9532,竫,[]
9533,竬,[]
9534,竱,[]
9535,竴,[]
9536,竻,[]
9537,竽,['ancient woodwind instrument']
9538,竾,['flute']
9539,笇,[]
9540,笔,"['writing brush', 'write', 'stroke']"
9541,笟,[]
9542,笣,[]
9543,笧,"['twine around', 'check a current (with a weir)']"
9544,笩,[]
9545,笪,['coarse mat of rushes or bamboo']
9546,笫,[]
9547,笭,['bamboo screen']
9548,笮,['boards which support tiles on roof']
9549,笯,['bird-cage']
9550,笰,['curtain']
9551,笱,"['basket trap for fish, placed in the opening of a weir']"
9552,笴,['arrow shaft']
9553,笽,[]
9554,笿,[]
9555,筀,[]
9556,筁,['bamboo frame on which silkworms spin their cocoons']
9557,筇,"['bamboo name', 'bamboo staff']"
9558,筎,[]
9559,筕,[]
9560,筠,"['bamboo skin', 'bamboo']"
9561,筤,['young bamboo']
9562,筦,"['key', 'to be in charge', 'pipe']"
9563,筩,"['bamboo tube or pipe', 'fish hook']"
9564,筪,[]
9565,筭,"['an ancient device for working with numbers', 'count', 'calculate', 'figure']"
9566,筯,"['chop-sticks', 'tongs']"
9567,筲,"['basket', 'bucket']"
9568,筳,['feast']
9569,筷,['chopsticks']
9570,箄,[]
9571,箉,[]
9572,箎,['ancient woodwind instrument']
9573,箐,['to draw a bamboo bow or cross-bow']
9574,箑,['fan']
9575,箖,[]
9576,箛,['bugle']
9577,箞,[]
9578,箠,"['horse whip', 'flog']"
9579,箥,[]
9580,箬,['the cuticle of the bamboo a broad-leaved bamboo']
9581,箯,['bamboo palanquin']
9582,箰,[]
9583,箲,[]
9584,箵,[]
9585,箶,[]
9586,箺,[]
9587,箻,[]
9588,箼,[]
9589,箽,[]
9590,篂,[]
9591,篅,[]
9592,篈,[]
9593,篊,[]
9594,篔,['tall bamboo']
9595,篖,[]
9596,篗,[]
9597,篙,['pole used punt boat']
9598,篚,['round or oval covered-baskets with short legs']
9599,篛,['cuticle of bamboo plant']
9600,篨,"['coarse bamboo mat', 'ugly']"
9601,篪,['bamboo flute with seven holes']
9602,篲,['broomstick']
9603,篴,"['bamboo flute', 'whistle']"
9604,篵,[]
9605,篸,[]
9606,篹,"['to rob', 'to collect', 'to edit', 'bamboo basket']"
9607,篺,[]
9608,篼,['sedan']
9609,篾,['bamboo splints or slats']
9610,簁,"['sieve', 'to sift', 'to strain']"
9611,簂,[]
9612,簃,['side room']
9613,簄,[]
9614,簆,['reed']
9615,簉,"['deputy', 'subordinate', 'concubine']"
9616,簋,"['square basket of bamboo for holding grain used at sacrifices', 'feast']"
9617,簌,['(of flower petals) falling']
9618,簎,[]
9619,簏,"['box', 'basket']"
9620,簙,[]
9621,簛,"['sieve', 'to sift', 'to strain']"
9622,簠,['an ancient vessel']
9623,簥,[]
9624,簦,"['large umbrella with a long handle', 'used for street stalls']"
9625,簨,['beam for hanging bells or drums']
9626,簬,[]
9627,簱,[]
9628,簳,['shaft of an arrow']
9629,簴,[]
9630,簶,[]
9631,簹,['tall bamboo']
9632,簺,[]
9633,籆,[]
9634,籊,['long']
9635,籕,[]
9636,籑,"['to feed', 'to provide for delicacies', 'dainties']"
9637,籒,[]
9638,籓,[]
9639,籙,['book']
9640,籚,"['bamboo', 'the handle of the spear']"
9641,籛,['surname']
9642,籜,"['bamboo sheath', 'bamboo shoots']"
9643,籝,['tube to hold chopsticks']
9644,籞,[]
9645,籡,[]
9646,籣,['bow case']
9647,籧,['crude bamboo mat']
9648,籩,['bamboo container for food']
9649,籭,[]
9650,籮,['bamboo basket']
9651,籰,[]
9652,籲,"['appeal', 'request', 'implore']"
9653,籹,['Cake']
9654,籼,['non-glutinous long grain rice']
9655,籽,"['seed', 'pip', 'pit', 'stone']"
9656,粆,[]
9657,粇,[]
9658,粏,[]
9659,粔,['cakes made from rice flour twisted into rings']
9660,粞,[]
9661,粠,[]
9662,粦,['phosphorus']
9663,粰,[]
9664,粶,[]
9665,粷,[]
9666,粺,['polished rice or millet']
9667,粻,['provisions']
9668,粼,[]
9669,粿,['rice cake']
9670,糄,[]
9671,糇,"['dried rice', 'dry provisions']"
9672,糈,"['sacrificial rice', 'rations', 'pay']"
9673,糉,['dumpling made of glutinous rice']
9674,糍,['food made of crushed and cooked rice']
9675,糏,['rice grits left after hulling']
9676,糓,"['grain', 'corn']"
9677,糔,['juice']
9678,糕,"['cakes', 'pastry']"
9679,糗,"['parched wheat or rice', 'broken grain']"
9680,糙,"['coarse', 'harsh', 'rough', 'unpolished rice']"
9681,糚,[]
9682,糝,"['scattered (grains of rice)', 'mixed']"
9683,糦,[]
9684,糩,[]
9685,糫,[]
9686,糵,"['fermenting grain', 'grain which has sprouted', 'yeast']"
9687,紃,['cord']
9688,紇,"['inferior silk', 'tassel', 'fringe']"
9689,紈,"['white silk', 'fine silk', 'gauze']"
9690,紉,"['thread needle', 'sew stitch', 'string']"
9691,紏,[]
9692,紑,['fresh']
9693,紒,[]
9694,紓,"['loosen', 'relax', 'relieve', 'extricate']"
9695,紖,['rope for leading cattle or horses']
9696,紝,"['weave', 'lay warp']"
9697,紞,['fringe']
9698,紣,[]
9699,紦,[]
9700,紪,[]
9701,紭,[]
9702,紱,['ribbon or cord used attach ornaments']
9703,紼,"['large rope', 'rope attached to bier']"
9704,紽,['strand of silk']
9705,紾,"['turns', 'twists', 'switch']"
9706,絀,"['sew', 'stitch', 'insufficient']"
9707,絁,"['rough', 'indelicate silk']"
9708,絇,[]
9709,絈,[]
9710,絍,"['to lay the warp', 'to weave']"
9711,絑,[]
9712,絓,"['catch on something', 'obstructed', 'hindered']"
9713,絗,[]
9714,絙,[]
9715,絚,['rope']
9716,絜,"['marking line', 'ascertain', 'assess', 'measure']"
9717,絝,"['trousers', 'breeches leggings', 'drawers']"
9718,絥,"['to harness a horse', 'a board in front of a carriage for the driver to lean on']"
9719,絧,[]
9720,絪,"['matting', 'coverlet', 'cloudy']"
9721,絰,['white hempen cloth worn by mourn']
9722,絸,[]
9723,絺,"['fine linen', 'fine hemp fiber']"
9724,絻,['mourning']
9725,絿,['urgent']
9726,綁,"['bind', 'tie', 'fasten']"
9727,綂,[]
9728,綃,['raw silk fabric']
9729,綅,['thread']
9730,綆,['well rope']
9731,綈,"['coarse pongee', 'kind of heavy silk']"
9732,綋,[]
9733,綌,['cloth']
9734,綍,['rope']
9735,綑,"['coil', 'roll', 'bundle', 'tie up']"
9736,綖,['the hanging flap in front of hat']
9737,綗,[]
9738,綝,[]
9739,綞,[]
9740,綦,"['dark grey', 'variegated', 'superlative']"
9741,綧,[]
9742,綪,['dark red']
9743,綳,"['cloth to carry an infant on the back', 'to tie', 'to bind']"
9744,綶,[]
9745,綷,[]
9746,綹,"['skein', 'tuft', 'lock', 'wrinkle']"
9747,緂,[]
9748,緃,[]
9749,緄,"['cord', 'woven belt', 'hem', 'hemming']"
9750,緅,['silk of purplish color']
9751,緆,[]
9752,緌,['tassels hanging from hat']
9753,緍,['paper string']
9754,緎,['seam']
9755,緗,['light-yellow color']
9756,緙,['the woof of a woven item']
9757,縀,[]
9758,緢,[]
9759,緥,['swaddling']
9760,緦,['coarse cotton cloth used for mourning']
9761,緪,['rope']
9762,緫,[]
9763,緭,[]
9764,緱,['cord binding on hilt of sword']
9765,緵,['net']
9766,緶,"['hem', 'plait', 'braid', 'queue']"
9767,緹,"['reddish color', 'red', 'brown']"
9768,緺,[]
9769,縈,"['entangle', 'entwine', 'coil']"
9770,縐,"['crepe', 'crape', 'wrinkles', 'creases']"
9771,縑,['fine silk']
9772,縕,"['old cotton', 'tangled hemp', 'raveled silk', 'vague', 'confused']"
9773,縗,['sackcloth worn on breast']
9774,縜,[]
9775,縝,"['detailed', 'fine', 'closely woven']"
9776,縠,['crepe']
9777,縧,[]
9778,縨,[]
9779,縬,[]
9780,縭,"['bridal veil', 'to tie', 'to bind']"
9781,縯,['long']
9782,縳,['wrap']
9783,縶,"['confine', 'tie up', 'imprison', 'shack']"
9784,縿,['streamer']
9785,繄,"['be', 'particle', 'sigh', 'alas']"
9786,繅,"['draw', 'reel silk from cocoons', 'elegant compositions']"
9787,繇,"['reason', 'cause']"
9788,繎,[]
9789,繐,['fine cloth']
9790,繒,"['silk fabrics', 'surname']"
9791,繘,['rope']
9792,繟,[]
9793,繡,"['embroider', 'embroidery', 'ornament']"
9794,繢,"['draw', 'sketch', 'paint']"
9795,繥,[]
9796,繫,"['attach', 'connect', 'unite', 'fasten']"
9797,繮,"['reins', 'bridle']"
9798,繯,"['noose', 'hang death', 'tie', 'bind']"
9799,繳,"['deliver', 'submit', 'hand over']"
9800,繸,"['hem or border of a garment', 'tassel']"
9801,繾,"['attached to', 'inseparable', 'entangled']"
9802,纁,"['shade of red', 'light red']"
9803,纆,['cord']
9804,纇,"['knot', 'blemish', 'flaw', 'wicked']"
9805,纊,"['cotton', 'silk']"
9806,纍,"['bind', 'wind about', 'link', 'join']"
9807,纑,"['to soften hemp by boiling', 'thread']"
9808,纕,['belt']
9809,纘,"['continue', 'carry on', 'succeed']"
9810,纚,"['long', 'dangling', 'kerchief', 'rope']"
9811,纝,[]
9812,纞,[]
9813,缼,[]
9814,缻,"['pottery', 'earthenware']"
9815,缽,"['earthenware basin', 'alms bowl']"
9816,缾,"['jar', 'bottle']"
9817,缿,[]
9818,罃,['long necked jar or bottle']
9819,罄,"['exhaust', 'run out', 'use up', 'empty']"
9820,罇,"['goblet', 'bottle', 'wine-jar']"
9821,罏,['earthen stand for wine jug']
9822,罒,['net radical variant (no. 122)']
9823,罓,['net radical variant (no. 122)']
9824,罛,['large fishing net']
9825,罜,[]
9826,罝,['net for catching rabbits']
9827,罡,"['the name of a certain stars', 'the god who is supposed to live in them']"
9828,罣,"['hinder', 'disturb', 'obstruct']"
9829,罤,[]
9830,罥,['impede']
9831,罦,['net']
9832,罭,['drag-net made of fine mesh']
9833,罱,['fishing net']
9834,罽,['kind of woolen fabric']
9835,罾,"['large square net, lowered and raised from the bank of the river']"
9836,罿,['net catch birds']
9837,羀,['fishing trap']
9838,羋,"['bleat of sheep', 'surname']"
9839,羍,[]
9840,羏,[]
9841,羐,"['to lead', 'guide']"
9842,羑,['guide to goodness']
9843,羖,['black ram']
9844,羗,"['Tribes in West China strong', 'educated', 'obstinate', 'particle']"
9845,羜,['lamb']
9846,羡,"['envy', 'admire', 'praise', 'covet']"
9847,羢,['fine woolen fabrics']
9848,羦,[]
9849,羪,[]
9850,羭,['good']
9851,羴,['rank odour of sheep or goats']
9852,羼,"['confuse', 'mix', 'interpolate']"
9853,羿,['legendary archer']
9854,翀,['fly upward']
9855,翃,['fly']
9856,翈,[]
9857,翎,"['feather', 'plume', 'wing']"
9858,翏,"['the sound of the wind', 'to soar']"
9859,翛,"['look of rumpled feathers', 'bedraggled', 'hasty', 'rapid flight']"
9860,翟,"['surname', 'kind of pheasant']"
9861,翣,"['feathers used decorate coffin', 'large wooden fan']"
9862,翥,"['to soar', 'to fly up']"
9863,翨,[]
9864,翬,"['pheasant', 'variegated', 'to fly']"
9865,翮,"['stem of a feather', 'quill']"
9866,翯,"['glistening plumage', 'reflection of the sun on water']"
9867,翲,[]
9868,翺,"['soar', 'roam']"
9869,翽,['whirr']
9870,翾,"['fly', 'to flit']"
9871,翿,['streamer adorned with feathers']
9872,耇,['wrinkled face of the elderly']
9873,耈,['old age']
9874,耊,[]
9875,耍,"['frolic', 'play', 'amuse', 'play with']"
9876,耎,"['weak', 'pliable', 'soft', 'yielding']"
9877,耏,['whiskers']
9878,耑,"['specialized', 'concentrated']"
9879,耓,[]
9880,耔,['to hoe up the earth around plants']
9881,耖,[]
9882,耝,[]
9883,耞,['flail']
9884,耟,[]
9885,耠,"['till', 'dig']"
9886,耤,['plough']
9887,耦,"['plow side by side', 'team of two']"
9888,耬,['drill for sowing grain']
9889,耮,[]
9890,耰,['toothless rake for drawing earth']
9891,耴,[]
9892,耵,[]
9893,耷,['ears hanging down']
9894,耹,[]
9895,耺,[]
9896,耼,['ears without rim']
9897,耾,['deafness']
9898,聀,[]
9899,聄,[]
9900,聠,[]
9901,聤,[]
9902,聦,"['the hearing', 'to listen', 'astute', 'clever', 'quick of apprehension']"
9903,聭,[]
9904,聱,"['poor sentences', 'bent and twisted', 'too complicate']"
9905,聵,['deaf']
9906,肁,[]
9907,肈,"['to commence', 'to found', 'to devise', 'at first', 'to originate', 'to strike']"
9908,肎,[]
9909,肜,['to sacrifice on two successive days']
9910,肞,[]
9911,肦,"['large head', 'many', 'high', 'to divide', 'to distribute']"
9912,肧,"['embryo', 'unfinished things']"
9913,肫,"['gizzard of fowl', 'honest', 'sincere']"
9914,肸,"['spread out', 'smiling', 'laughing']"
9915,肹,[]
9916,胈,[]
9917,胍,[]
9918,胏,['meat']
9919,胒,[]
9920,胔,"['rotten meat', 'bones of dead animals']"
9921,胕,[]
9922,胗,"['pustules of any kind', 'rash or eruption', 'measles', 'various kinds of fever']"
9923,胘,[]
9924,胠,"['open', 'throw away']"
9925,胭,"['rouge', 'cosmetics']"
9926,胮,['to swell']
9927,胰,"['pancreas', 'soap']"
9928,胲,[]
9929,胳,"['armpit', 'arms']"
9930,胶,"['glue', 'gum', 'resin', 'rubber', 'sound', 'shin bone']"
9931,胹,"['cooked', 'well done']"
9932,胺,['a mine']
9933,胾,"['minced meat', 'cut meat into piece']"
9934,脃,['gland']
9935,脋,[]
9936,脖,['neck']
9937,脗,"['coinciding', 'agreeing']"
9938,脘,['internal cavity of stomach']
9939,脜,[]
9940,脞,"['minced meat', 'trifles']"
9941,脠,[]
9942,脤,['raw meat for sacrifice']
9943,脧,"['reduce', 'contract', 'exploit', 'reproductive organ of infant']"
9944,脬,['bladder']
9945,脰,['the neck']
9946,脵,"['thighs', 'haunches', 'rump', 'share']"
9947,脺,[]
9948,脼,[]
9949,腅,[]
9950,腇,[]
9951,腊,"['year end sacrifice', 'dried meat']"
9952,腌,"['salt', 'pickle', 'be dirty']"
9953,腒,['game']
9954,腗,[]
9955,腠,['between the skin and the flesh']
9956,腡,['lines']
9957,腧,[]
9958,腨,[]
9959,腩,[]
9960,腭,"['palate', 'roof of mouth']"
9961,腯,['strong']
9962,腷,[]
9963,膁,[]
9964,膐,[]
9965,膄,['become emaciated']
9966,膅,[]
9967,膆,"['the corpse of a bird or fowl', 'fat']"
9968,膋,['fat']
9969,膎,[]
9970,膖,[]
9971,膘,"['fat', 'rump']"
